game,2019,8,20191027,201910270nwe,cle,"Cleveland Browns",13,nwe,"New England Patriots",27
player,201910270nwe,cle,MayfBa00,fumbles_lost,0,,,,,
player,201910270nwe,cle,ChubNi00,pass_cmp,0,,,,,
player,201910270nwe,cle,ChubNi00,pass_att,0,,,,,
player,201910270nwe,cle,ChubNi00,pass_yds,0,,,,,
player,201910270nwe,cle,ChubNi00,pass_td,0,,,,,
player,201910270nwe,cle,ChubNi00,pass_int,0,,,,,
player,201910270nwe,cle,ChubNi00,pass_sacked,0,,,,,
player,201910270nwe,cle,ChubNi00,pass_sacked_yds,0,,,,,
player,201910270nwe,cle,ChubNi00,pass_long,0,,,,,
player,201910270nwe,cle,ChubNi00,pass_rating,,,,,,
player,201910270nwe,cle,ChubNi00,rush_att,20,,,,,
player,201910270nwe,cle,ChubNi00,rush_yds,131,,,,,
player,201910270nwe,cle,ChubNi00,rush_td,0,,,,,
player,201910270nwe,cle,ChubNi00,rush_long,44,,,,,
player,201910270nwe,cle,ChubNi00,targets,1,,,,,
player,201910270nwe,cle,ChubNi00,rec,1,,,,,
player,201910270nwe,cle,ChubNi00,rec_yds,7,,,,,
player,201910270nwe,cle,ChubNi00,rec_td,0,,,,,
player,201910270nwe,cle,ChubNi00,rec_long,7,,,,,
player,201910270nwe,cle,ChubNi00,fumbles,2,,,,,
player,201910270nwe,cle,ChubNi00,fumbles_lost,2,,,,,
player,201910270nwe,cle,HillDo00,pass_cmp,0,,,,,
player,201910270nwe,cle,HillDo00,pass_att,0,,,,,
player,201910270nwe,cle,HillDo00,pass_yds,0,,,,,
player,201910270nwe,cle,HillDo00,pass_td,0,,,,,
player,201910270nwe,cle,HillDo00,pass_int,0,,,,,
player,201910270nwe,cle,HillDo00,pass_sacked,0,,,,,
player,201910270nwe,cle,HillDo00,pass_sacked_yds,0,,,,,
player,201910270nwe,cle,HillDo00,pass_long,0,,,,,
player,201910270nwe,cle,HillDo00,pass_rating,,,,,,
player,201910270nwe,cle,HillDo00,rush_att,1,,,,,
player,201910270nwe,cle,HillDo00,rush_yds,10,,,,,
player,201910270nwe,cle,HillDo00,rush_td,0,,,,,
player,201910270nwe,cle,HillDo00,rush_long,10,,,,,
player,201910270nwe,cle,HillDo00,targets,4,,,,,
player,201910270nwe,cle,HillDo00,rec,4,,,,,
player,201910270nwe,cle,HillDo00,rec_yds,24,,,,,
player,201910270nwe,cle,HillDo00,rec_td,0,,,,,
player,201910270nwe,cle,HillDo00,rec_long,14,,,,,
player,201910270nwe,cle,HillDo00,fumbles,1,,,,,
player,201910270nwe,cle,HillDo00,fumbles_lost,0,,,,,
player,201910270nwe,cle,LandJa00,pass_cmp,0,,,,,
player,201910270nwe,cle,LandJa00,pass_att,0,,,,,
player,201910270nwe,cle,LandJa00,pass_yds,0,,,,,
player,201910270nwe,cle,LandJa00,pass_td,0,,,,,
player,201910270nwe,cle,LandJa00,pass_int,0,,,,,
player,201910270nwe,cle,LandJa00,pass_sacked,0,,,,,
player,201910270nwe,cle,LandJa00,pass_sacked_yds,0,,,,,
player,201910270nwe,cle,LandJa00,pass_long,0,,,,,
player,201910270nwe,cle,LandJa00,pass_rating,,,,,,
player,201910270nwe,cle,LandJa00,rush_att,0,,,,,
player,201910270nwe,cle,LandJa00,rush_yds,0,,,,,
player,201910270nwe,cle,LandJa00,rush_td,0,,,,,
player,201910270nwe,cle,LandJa00,rush_long,0,,,,,
player,201910270nwe,cle,LandJa00,targets,10,,,,,
player,201910270nwe,cle,LandJa00,rec,5,,,,,
player,201910270nwe,cle,LandJa00,rec_yds,65,,,,,
player,201910270nwe,cle,LandJa00,rec_td,0,,,,,
player,201910270nwe,cle,LandJa00,rec_long,21,,,,,
player,201910270nwe,cle,LandJa00,fumbles,0,,,,,
player,201910270nwe,cle,LandJa00,fumbles_lost,0,,,,,
player,201910270nwe,cle,BeckOd00,pass_cmp,0,,,,,
player,201910270nwe,cle,BeckOd00,pass_att,0,,,,,
player,201910270nwe,cle,BeckOd00,pass_yds,0,,,,,
player,201910270nwe,cle,BeckOd00,pass_td,0,,,,,
player,201910270nwe,cle,BeckOd00,pass_int,0,,,,,
player,201910270nwe,cle,BeckOd00,pass_sacked,0,,,,,
player,201910270nwe,cle,BeckOd00,pass_sacked_yds,0,,,,,
player,201910270nwe,cle,BeckOd00,pass_long,0,,,,,
player,201910270nwe,cle,BeckOd00,pass_rating,,,,,,
player,201910270nwe,cle,BeckOd00,rush_att,0,,,,,
player,201910270nwe,cle,BeckOd00,rush_yds,0,,,,,
player,201910270nwe,cle,BeckOd00,rush_td,0,,,,,
player,201910270nwe,cle,BeckOd00,rush_long,0,,,,,
player,201910270nwe,cle,BeckOd00,targets,7,,,,,
player,201910270nwe,cle,BeckOd00,rec,5,,,,,
player,201910270nwe,cle,BeckOd00,rec_yds,52,,,,,
player,201910270nwe,cle,BeckOd00,rec_td,0,,,,,
player,201910270nwe,cle,BeckOd00,rec_long,31,,,,,
player,201910270nwe,cle,BeckOd00,fumbles,0,,,,,
player,201910270nwe,cle,BeckOd00,fumbles_lost,0,,,,,
player,201910270nwe,cle,HarrDe03,pass_cmp,0,,,,,
player,201910270nwe,cle,HarrDe03,pass_att,0,,,,,
player,201910270nwe,cle,HarrDe03,pass_yds,0,,,,,
player,201910270nwe,cle,HarrDe03,pass_td,0,,,,,
player,201910270nwe,cle,HarrDe03,pass_int,0,,,,,
player,201910270nwe,cle,HarrDe03,pass_sacked,0,,,,,
player,201910270nwe,cle,HarrDe03,pass_sacked_yds,0,,,,,
player,201910270nwe,cle,HarrDe03,pass_long,0,,,,,
player,201910270nwe,cle,HarrDe03,pass_rating,,,,,,
player,201910270nwe,cle,HarrDe03,rush_att,0,,,,,
player,201910270nwe,cle,HarrDe03,rush_yds,0,,,,,
player,201910270nwe,cle,HarrDe03,rush_td,0,,,,,
player,201910270nwe,cle,HarrDe03,rush_long,0,,,,,
player,201910270nwe,cle,HarrDe03,targets,3,,,,,
player,201910270nwe,cle,HarrDe03,rec,2,,,,,
player,201910270nwe,cle,HarrDe03,rec_yds,33,,,,,
player,201910270nwe,cle,HarrDe03,rec_td,1,,,,,
player,201910270nwe,cle,HarrDe03,rec_long,21,,,,,
player,201910270nwe,cle,HarrDe03,fumbles,0,,,,,
player,201910270nwe,cle,HarrDe03,fumbles_lost,0,,,,,
player,201910270nwe,cle,CallAn00,pass_cmp,0,,,,,
player,201910270nwe,cle,CallAn00,pass_att,0,,,,,
player,201910270nwe,cle,CallAn00,pass_yds,0,,,,,
player,201910270nwe,cle,CallAn00,pass_td,0,,,,,
player,201910270nwe,cle,CallAn00,pass_int,0,,,,,
player,201910270nwe,cle,CallAn00,pass_sacked,0,,,,,
player,201910270nwe,cle,CallAn00,pass_sacked_yds,0,,,,,
player,201910270nwe,cle,CallAn00,pass_long,0,,,,,
player,201910270nwe,cle,CallAn00,pass_rating,,,,,,
player,201910270nwe,cle,CallAn00,rush_att,0,,,,,
player,201910270nwe,cle,CallAn00,rush_yds,0,,,,,
player,201910270nwe,cle,CallAn00,rush_td,0,,,,,
player,201910270nwe,cle,CallAn00,rush_long,0,,,,,
player,201910270nwe,cle,CallAn00,targets,3,,,,,
player,201910270nwe,cle,CallAn00,rec,2,,,,,
player,201910270nwe,cle,CallAn00,rec_yds,11,,,,,
player,201910270nwe,cle,CallAn00,rec_td,0,,,,,
player,201910270nwe,cle,CallAn00,rec_long,8,,,,,
player,201910270nwe,cle,CallAn00,fumbles,0,,,,,
player,201910270nwe,cle,CallAn00,fumbles_lost,0,,,,,
player,201910270nwe,cle,HiggRa00,pass_cmp,0,,,,,
player,201910270nwe,cle,HiggRa00,pass_att,0,,,,,
player,201910270nwe,cle,HiggRa00,pass_yds,0,,,,,
player,201910270nwe,cle,HiggRa00,pass_td,0,,,,,
player,201910270nwe,cle,HiggRa00,pass_int,0,,,,,
player,201910270nwe,cle,HiggRa00,pass_sacked,0,,,,,
player,201910270nwe,cle,HiggRa00,pass_sacked_yds,0,,,,,
player,201910270nwe,cle,HiggRa00,pass_long,0,,,,,
player,201910270nwe,cle,HiggRa00,pass_rating,,,,,,
player,201910270nwe,cle,HiggRa00,rush_att,0,,,,,
player,201910270nwe,cle,HiggRa00,rush_yds,0,,,,,
player,201910270nwe,cle,HiggRa00,rush_td,0,,,,,
player,201910270nwe,cle,HiggRa00,rush_long,0,,,,,
player,201910270nwe,cle,HiggRa00,targets,2,,,,,
player,201910270nwe,cle,HiggRa00,rec,1,,,,,
player,201910270nwe,cle,HiggRa00,rec_yds,2,,,,,
player,201910270nwe,cle,HiggRa00,rec_td,0,,,,,
player,201910270nwe,cle,HiggRa00,rec_long,2,,,,,
player,201910270nwe,cle,HiggRa00,fumbles,0,,,,,
player,201910270nwe,cle,HiggRa00,fumbles_lost,0,,,,,
player,201910270nwe,nwe,BradTo00,pass_cmp,20,,,,,
player,201910270nwe,nwe,BradTo00,pass_att,36,,,,,
player,201910270nwe,nwe,BradTo00,pass_yds,259,,,,,
player,201910270nwe,nwe,BradTo00,pass_td,2,,,,,
player,201910270nwe,nwe,BradTo00,pass_int,0,,,,,
player,201910270nwe,nwe,BradTo00,pass_sacked,3,,,,,
player,201910270nwe,nwe,BradTo00,pass_sacked_yds,20,,,,,
player,201910270nwe,nwe,BradTo00,pass_long,59,,,,,
player,201910270nwe,nwe,BradTo00,pass_rating,96.9,,,,,
player,201910270nwe,nwe,BradTo00,rush_att,0,,,,,
player,201910270nwe,nwe,BradTo00,rush_yds,0,,,,,
player,201910270nwe,nwe,BradTo00,rush_td,0,,,,,
player,201910270nwe,nwe,BradTo00,rush_long,0,,,,,
player,201910270nwe,nwe,BradTo00,targets,0,,,,,
player,201910270nwe,nwe,BradTo00,rec,0,,,,,
player,201910270nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201910270nwe,nwe,BradTo00,rec_td,0,,,,,
player,201910270nwe,nwe,BradTo00,rec_long,0,,,,,
player,201910270nwe,nwe,BradTo00,fumbles,0,,,,,
player,201910270nwe,nwe,BradTo00,fumbles_lost,0,,,,,
player,201910270nwe,nwe,MichSo00,pass_cmp,0,,,,,
player,201910270nwe,nwe,MichSo00,pass_att,0,,,,,
player,201910270nwe,nwe,MichSo00,pass_yds,0,,,,,
player,201910270nwe,nwe,MichSo00,pass_td,0,,,,,
player,201910270nwe,nwe,MichSo00,pass_int,0,,,,,
player,201910270nwe,nwe,MichSo00,pass_sacked,0,,,,,
player,201910270nwe,nwe,MichSo00,pass_sacked_yds,0,,,,,
player,201910270nwe,nwe,MichSo00,pass_long,0,,,,,
player,201910270nwe,nwe,MichSo00,pass_rating,,,,,,
player,201910270nwe,nwe,MichSo00,rush_att,21,,,,,
player,201910270nwe,nwe,MichSo00,rush_yds,74,,,,,
player,201910270nwe,nwe,MichSo00,rush_td,0,,,,,
player,201910270nwe,nwe,MichSo00,rush_long,16,,,,,
player,201910270nwe,nwe,MichSo00,targets,0,,,,,
player,201910270nwe,nwe,MichSo00,rec,0,,,,,
player,201910270nwe,nwe,MichSo00,rec_yds,0,,,,,
player,201910270nwe,nwe,MichSo00,rec_td,0,,,,,
player,201910270nwe,nwe,MichSo00,rec_long,0,,,,,
player,201910270nwe,nwe,MichSo00,fumbles,0,,,,,
player,201910270nwe,nwe,MichSo00,fumbles_lost,0,,,,,
player,201910270nwe,nwe,WhitJa02,pass_cmp,0,,,,,
player,201910270nwe,nwe,WhitJa02,pass_att,0,,,,,
player,201910270nwe,nwe,WhitJa02,pass_yds,0,,,,,
player,201910270nwe,nwe,WhitJa02,pass_td,0,,,,,
player,201910270nwe,nwe,WhitJa02,pass_int,0,,,,,
player,201910270nwe,nwe,WhitJa02,pass_sacked,0,,,,,
player,201910270nwe,nwe,WhitJa02,pass_sacked_yds,0,,,,,
player,201910270nwe,nwe,WhitJa02,pass_long,0,,,,,
player,201910270nwe,nwe,WhitJa02,pass_rating,,,,,,
player,201910270nwe,nwe,WhitJa02,rush_att,2,,,,,
player,201910270nwe,nwe,WhitJa02,rush_yds,4,,,,,
player,201910270nwe,nwe,WhitJa02,rush_td,0,,,,,
player,201910270nwe,nwe,WhitJa02,rush_long,3,,,,,
player,201910270nwe,nwe,WhitJa02,targets,5,,,,,
player,201910270nwe,nwe,WhitJa02,rec,4,,,,,
player,201910270nwe,nwe,WhitJa02,rec_yds,75,,,,,
player,201910270nwe,nwe,WhitJa02,rec_td,0,,,,,
player,201910270nwe,nwe,WhitJa02,rec_long,59,,,,,
player,201910270nwe,nwe,WhitJa02,fumbles,0,,,,,
player,201910270nwe,nwe,WhitJa02,fumbles_lost,0,,,,,
player,201910270nwe,nwe,BurkRe00,pass_cmp,0,,,,,
player,201910270nwe,nwe,BurkRe00,pass_att,0,,,,,
player,201910270nwe,nwe,BurkRe00,pass_yds,0,,,,,
player,201910270nwe,nwe,BurkRe00,pass_td,0,,,,,
player,201910270nwe,nwe,BurkRe00,pass_int,0,,,,,
player,201910270nwe,nwe,BurkRe00,pass_sacked,0,,,,,
player,201910270nwe,nwe,BurkRe00,pass_sacked_yds,0,,,,,
player,201910270nwe,nwe,BurkRe00,pass_long,0,,,,,
player,201910270nwe,nwe,BurkRe00,pass_rating,,,,,,
player,201910270nwe,nwe,BurkRe00,rush_att,3,,,,,
player,201910270nwe,nwe,BurkRe00,rush_yds,4,,,,,
player,201910270nwe,nwe,BurkRe00,rush_td,0,,,,,
player,201910270nwe,nwe,BurkRe00,rush_long,3,,,,,
player,201910270nwe,nwe,BurkRe00,targets,1,,,,,
player,201910270nwe,nwe,BurkRe00,rec,1,,,,,
player,201910270nwe,nwe,BurkRe00,rec_yds,9,,,,,
player,201910270nwe,nwe,BurkRe00,rec_td,0,,,,,
player,201910270nwe,nwe,BurkRe00,rec_long,9,,,,,
player,201910270nwe,nwe,BurkRe00,fumbles,0,,,,,
player,201910270nwe,nwe,BurkRe00,fumbles_lost,0,,,,,
player,201910270nwe,nwe,DorsPh00,pass_cmp,0,,,,,
player,201910270nwe,nwe,DorsPh00,pass_att,0,,,,,
player,201910270nwe,nwe,DorsPh00,pass_yds,0,,,,,
player,201910270nwe,nwe,DorsPh00,pass_td,0,,,,,
player,201910270nwe,nwe,DorsPh00,pass_int,0,,,,,
player,201910270nwe,nwe,DorsPh00,pass_sacked,0,,,,,
player,201910270nwe,nwe,DorsPh00,pass_sacked_yds,0,,,,,
player,201910270nwe,nwe,DorsPh00,pass_long,0,,,,,
player,201910270nwe,nwe,DorsPh00,pass_rating,,,,,,
player,201910270nwe,nwe,DorsPh00,rush_att,0,,,,,
player,201910270nwe,nwe,DorsPh00,rush_yds,0,,,,,
player,201910270nwe,nwe,DorsPh00,rush_td,0,,,,,
player,201910270nwe,nwe,DorsPh00,rush_long,0,,,,,
player,201910270nwe,nwe,DorsPh00,targets,6,,,,,
player,201910270nwe,nwe,DorsPh00,rec,3,,,,,
player,201910270nwe,nwe,DorsPh00,rec_yds,43,,,,,
player,201910270nwe,nwe,DorsPh00,rec_td,0,,,,,
player,201910270nwe,nwe,DorsPh00,rec_long,33,,,,,
player,201910270nwe,nwe,DorsPh00,fumbles,0,,,,,
player,201910270nwe,nwe,DorsPh00,fumbles_lost,0,,,,,
player,201910270nwe,nwe,WatsBe00,pass_cmp,0,,,,,
player,201910270nwe,nwe,WatsBe00,pass_att,0,,,,,
player,201910270nwe,nwe,WatsBe00,pass_yds,0,,,,,
player,201910270nwe,nwe,WatsBe00,pass_td,0,,,,,
player,201910270nwe,nwe,WatsBe00,pass_int,0,,,,,
player,201910270nwe,nwe,WatsBe00,pass_sacked,0,,,,,
player,201910270nwe,nwe,WatsBe00,pass_sacked_yds,0,,,,,
player,201910270nwe,nwe,WatsBe00,pass_long,0,,,,,
player,201910270nwe,nwe,WatsBe00,pass_rating,,,,,,
player,201910270nwe,nwe,WatsBe00,rush_att,0,,,,,
player,201910270nwe,nwe,WatsBe00,rush_yds,0,,,,,
player,201910270nwe,nwe,WatsBe00,rush_td,0,,,,,
player,201910270nwe,nwe,WatsBe00,rush_long,0,,,,,
player,201910270nwe,nwe,WatsBe00,targets,1,,,,,
player,201910270nwe,nwe,WatsBe00,rec,1,,,,,
player,201910270nwe,nwe,WatsBe00,rec_yds,26,,,,,
player,201910270nwe,nwe,WatsBe00,rec_td,0,,,,,
player,201910270nwe,nwe,WatsBe00,rec_long,26,,,,,
player,201910270nwe,nwe,WatsBe00,fumbles,0,,,,,
player,201910270nwe,nwe,WatsBe00,fumbles_lost,0,,,,,
player,201910270nwe,nwe,SanuMo00,pass_cmp,0,,,,,
player,201910270nwe,nwe,SanuMo00,pass_att,0,,,,,
player,201910270nwe,nwe,SanuMo00,pass_yds,0,,,,,
player,201910270nwe,nwe,SanuMo00,pass_td,0,,,,,
player,201910270nwe,nwe,SanuMo00,pass_int,0,,,,,
player,201910270nwe,nwe,SanuMo00,pass_sacked,0,,,,,
player,201910270nwe,nwe,SanuMo00,pass_sacked_yds,0,,,,,
player,201910270nwe,nwe,SanuMo00,pass_long,0,,,,,
player,201910270nwe,nwe,SanuMo00,pass_rating,,,,,,
player,201910270nwe,nwe,SanuMo00,rush_att,0,,,,,
player,201910270nwe,nwe,SanuMo00,rush_yds,0,,,,,
player,201910270nwe,nwe,SanuMo00,rush_td,0,,,,,
player,201910270nwe,nwe,SanuMo00,rush_long,0,,,,,
player,201910270nwe,nwe,SanuMo00,targets,5,,,,,
player,201910270nwe,nwe,SanuMo00,rec,2,,,,,
player,201910270nwe,nwe,SanuMo00,rec_yds,23,,,,,
player,201910270nwe,nwe,SanuMo00,rec_td,0,,,,,
player,201910270nwe,nwe,SanuMo00,rec_long,19,,,,,
player,201910270nwe,nwe,SanuMo00,fumbles,0,,,,,
player,201910270nwe,nwe,SanuMo00,fumbles_lost,0,,,,,
player,201910270nwe,nwe,MeyeJa01,pass_cmp,0,,,,,
player,201910270nwe,nwe,MeyeJa01,pass_att,0,,,,,
player,201910270nwe,nwe,MeyeJa01,pass_yds,0,,,,,
player,201910270nwe,nwe,MeyeJa01,pass_td,0,,,,,
player,201910270nwe,nwe,MeyeJa01,pass_int,0,,,,,
player,201910270nwe,nwe,MeyeJa01,pass_sacked,0,,,,,
player,201910270nwe,nwe,MeyeJa01,pass_sacked_yds,0,,,,,
player,201910270nwe,nwe,MeyeJa01,pass_long,0,,,,,
player,201910270nwe,nwe,MeyeJa01,pass_rating,,,,,,
player,201910270nwe,nwe,MeyeJa01,rush_att,0,,,,,
player,201910270nwe,nwe,MeyeJa01,rush_yds,0,,,,,
player,201910270nwe,nwe,MeyeJa01,rush_td,0,,,,,
player,201910270nwe,nwe,MeyeJa01,rush_long,0,,,,,
player,201910270nwe,nwe,MeyeJa01,targets,2,,,,,
player,201910270nwe,nwe,MeyeJa01,rec,1,,,,,
player,201910270nwe,nwe,MeyeJa01,rec_yds,5,,,,,
player,201910270nwe,nwe,MeyeJa01,rec_td,0,,,,,
player,201910270nwe,nwe,MeyeJa01,rec_long,5,,,,,
player,201910270nwe,nwe,MeyeJa01,fumbles,0,,,,,
player,201910270nwe,nwe,MeyeJa01,fumbles_lost,0,,,,,
player,201910270nwe,nwe,BoldBr00,pass_cmp,0,,,,,
player,201910270nwe,nwe,BoldBr00,pass_att,0,,,,,
player,201910270nwe,nwe,BoldBr00,pass_yds,0,,,,,
player,201910270nwe,nwe,BoldBr00,pass_td,0,,,,,
player,201910270nwe,nwe,BoldBr00,pass_int,0,,,,,
player,201910270nwe,nwe,BoldBr00,pass_sacked,0,,,,,
player,201910270nwe,nwe,BoldBr00,pass_sacked_yds,0,,,,,
player,201910270nwe,nwe,BoldBr00,pass_long,0,,,,,
player,201910270nwe,nwe,BoldBr00,pass_rating,,,,,,
player,201910270nwe,nwe,BoldBr00,rush_att,0,,,,,
player,201910270nwe,nwe,BoldBr00,rush_yds,0,,,,,
player,201910270nwe,nwe,BoldBr00,rush_td,0,,,,,
player,201910270nwe,nwe,BoldBr00,rush_long,0,,,,,
player,201910270nwe,nwe,BoldBr00,targets,1,,,,,
player,201910270nwe,nwe,BoldBr00,rec,0,,,,,
player,201910270nwe,nwe,BoldBr00,rec_yds,0,,,,,
player,201910270nwe,nwe,BoldBr00,rec_td,0,,,,,
player,201910270nwe,nwe,BoldBr00,rec_long,0,,,,,
player,201910270nwe,nwe,BoldBr00,fumbles,0,,,,,
player,201910270nwe,nwe,BoldBr00,fumbles_lost,0,,,,,
player,201910270nwe,nwe,EdelJu00,pass_cmp,0,,,,,
player,201910270nwe,nwe,EdelJu00,pass_att,0,,,,,
player,201910270nwe,nwe,EdelJu00,pass_yds,0,,,,,
player,201910270nwe,nwe,EdelJu00,pass_td,0,,,,,
player,201910270nwe,nwe,EdelJu00,pass_int,0,,,,,
player,201910270nwe,nwe,EdelJu00,pass_sacked,0,,,,,
player,201910270nwe,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201910270nwe,nwe,EdelJu00,pass_long,0,,,,,
player,201910270nwe,nwe,EdelJu00,pass_rating,,,,,,
player,201910270nwe,nwe,EdelJu00,rush_att,1,,,,,
player,201910270nwe,nwe,EdelJu00,rush_yds,-3,,,,,
player,201910270nwe,nwe,EdelJu00,rush_td,0,,,,,
player,201910270nwe,nwe,EdelJu00,rush_long,-3,,,,,
player,201910270nwe,nwe,EdelJu00,targets,11,,,,,
player,201910270nwe,nwe,EdelJu00,rec,8,,,,,
player,201910270nwe,nwe,EdelJu00,rec_yds,78,,,,,
player,201910270nwe,nwe,EdelJu00,rec_td,2,,,,,
player,201910270nwe,nwe,EdelJu00,rec_long,23,,,,,
player,201910270nwe,nwe,EdelJu00,fumbles,0,,,,,
player,201910270nwe,nwe,EdelJu00,fumbles_lost,0,,,,,
player,201910270nwe,cle,VernOl00,def_int,0,,,,,
player,201910270nwe,cle,VernOl00,def_int_yds,0,,,,,
player,201910270nwe,cle,VernOl00,def_int_td,0,,,,,
player,201910270nwe,cle,VernOl00,def_int_long,0,,,,,
player,201910270nwe,cle,VernOl00,pass_defended,0,,,,,
player,201910270nwe,cle,VernOl00,sacks,1.0,,,,,
player,201910270nwe,cle,VernOl00,tackles_combined,6,,,,,
player,201910270nwe,cle,VernOl00,tackles_solo,6,,,,,
player,201910270nwe,cle,VernOl00,tackles_assists,0,,,,,
player,201910270nwe,cle,VernOl00,tackles_loss,2,,,,,
player,201910270nwe,cle,VernOl00,qb_hits,1,,,,,
player,201910270nwe,cle,VernOl00,fumbles_rec,0,,,,,
player,201910270nwe,cle,VernOl00,fumbles_rec_yds,0,,,,,
player,201910270nwe,cle,VernOl00,fumbles_rec_td,0,,,,,
player,201910270nwe,cle,VernOl00,fumbles_forced,0,,,,,
player,201910270nwe,cle,GarrMy00,def_int,0,,,,,
player,201910270nwe,cle,GarrMy00,def_int_yds,0,,,,,
player,201910270nwe,cle,GarrMy00,def_int_td,0,,,,,
player,201910270nwe,cle,GarrMy00,def_int_long,0,,,,,
player,201910270nwe,cle,GarrMy00,pass_defended,0,,,,,
player,201910270nwe,cle,GarrMy00,sacks,1.0,,,,,
player,201910270nwe,cle,GarrMy00,tackles_combined,4,,,,,
player,201910270nwe,cle,GarrMy00,tackles_solo,3,,,,,
player,201910270nwe,cle,GarrMy00,tackles_assists,1,,,,,
player,201910270nwe,cle,GarrMy00,tackles_loss,3,,,,,
player,201910270nwe,cle,GarrMy00,qb_hits,1,,,,,
player,201910270nwe,cle,GarrMy00,fumbles_rec,0,,,,,
player,201910270nwe,cle,GarrMy00,fumbles_rec_yds,0,,,,,
player,201910270nwe,cle,GarrMy00,fumbles_rec_td,0,,,,,
player,201910270nwe,cle,GarrMy00,fumbles_forced,0,,,,,
player,201910270nwe,cle,MurrEr00,def_int,0,,,,,
player,201910270nwe,cle,MurrEr00,def_int_yds,0,,,,,
player,201910270nwe,cle,MurrEr00,def_int_td,0,,,,,
player,201910270nwe,cle,MurrEr00,def_int_long,0,,,,,
player,201910270nwe,cle,MurrEr00,pass_defended,0,,,,,
player,201910270nwe,cle,MurrEr00,sacks,1.0,,,,,
player,201910270nwe,cle,MurrEr00,tackles_combined,4,,,,,
player,201910270nwe,cle,MurrEr00,tackles_solo,3,,,,,
player,201910270nwe,cle,MurrEr00,tackles_assists,1,,,,,
player,201910270nwe,cle,MurrEr00,tackles_loss,2,,,,,
player,201910270nwe,cle,MurrEr00,qb_hits,1,,,,,
player,201910270nwe,cle,MurrEr00,fumbles_rec,0,,,,,
player,201910270nwe,cle,MurrEr00,fumbles_rec_yds,0,,,,,
player,201910270nwe,cle,MurrEr00,fumbles_rec_td,0,,,,,
player,201910270nwe,cle,MurrEr00,fumbles_forced,0,,,,,
player,201910270nwe,cle,SchoJo00,def_int,0,,,,,
player,201910270nwe,cle,SchoJo00,def_int_yds,0,,,,,
player,201910270nwe,cle,SchoJo00,def_int_td,0,,,,,
player,201910270nwe,cle,SchoJo00,def_int_long,0,,,,,
player,201910270nwe,cle,SchoJo00,pass_defended,0,,,,,
