game,2010,7,20101024,201010240atl,cin,"Cincinnati Bengals",32,atl,"Atlanta Falcons",39
player,201010240atl,cin,PalmCa00,rush_att,0,,,,,
player,201010240atl,cin,PalmCa00,rush_yds,0,,,,,
player,201010240atl,cin,PalmCa00,rush_td,0,,,,,
player,201010240atl,cin,PalmCa00,rush_long,0,,,,,
player,201010240atl,cin,PalmCa00,targets,0,,,,,
player,201010240atl,cin,PalmCa00,rec,0,,,,,
player,201010240atl,cin,PalmCa00,rec_yds,0,,,,,
player,201010240atl,cin,PalmCa00,rec_td,0,,,,,
player,201010240atl,cin,PalmCa00,rec_long,0,,,,,
player,201010240atl,cin,PalmCa00,fumbles,0,,,,,
player,201010240atl,cin,PalmCa00,fumbles_lost,,,,,,
player,201010240atl,cin,BensCe00,pass_cmp,0,,,,,
player,201010240atl,cin,BensCe00,pass_att,0,,,,,
player,201010240atl,cin,BensCe00,pass_yds,0,,,,,
player,201010240atl,cin,BensCe00,pass_td,0,,,,,
player,201010240atl,cin,BensCe00,pass_int,0,,,,,
player,201010240atl,cin,BensCe00,pass_sacked,,,,,,
player,201010240atl,cin,BensCe00,pass_sacked_yds,,,,,,
player,201010240atl,cin,BensCe00,pass_long,0,,,,,
player,201010240atl,cin,BensCe00,pass_rating,,,,,,
player,201010240atl,cin,BensCe00,rush_att,20,,,,,
player,201010240atl,cin,BensCe00,rush_yds,70,,,,,
player,201010240atl,cin,BensCe00,rush_td,0,,,,,
player,201010240atl,cin,BensCe00,rush_long,11,,,,,
player,201010240atl,cin,BensCe00,targets,2,,,,,
player,201010240atl,cin,BensCe00,rec,1,,,,,
player,201010240atl,cin,BensCe00,rec_yds,6,,,,,
player,201010240atl,cin,BensCe00,rec_td,0,,,,,
player,201010240atl,cin,BensCe00,rec_long,6,,,,,
player,201010240atl,cin,BensCe00,fumbles,1,,,,,
player,201010240atl,cin,BensCe00,fumbles_lost,1,,,,,
player,201010240atl,cin,ScotBe00,pass_cmp,0,,,,,
player,201010240atl,cin,ScotBe00,pass_att,0,,,,,
player,201010240atl,cin,ScotBe00,pass_yds,0,,,,,
player,201010240atl,cin,ScotBe00,pass_td,0,,,,,
player,201010240atl,cin,ScotBe00,pass_int,0,,,,,
player,201010240atl,cin,ScotBe00,pass_sacked,,,,,,
player,201010240atl,cin,ScotBe00,pass_sacked_yds,,,,,,
player,201010240atl,cin,ScotBe00,pass_long,0,,,,,
player,201010240atl,cin,ScotBe00,pass_rating,,,,,,
player,201010240atl,cin,ScotBe00,rush_att,1,,,,,
player,201010240atl,cin,ScotBe00,rush_yds,14,,,,,
player,201010240atl,cin,ScotBe00,rush_td,0,,,,,
player,201010240atl,cin,ScotBe00,rush_long,14,,,,,
player,201010240atl,cin,ScotBe00,targets,5,,,,,
player,201010240atl,cin,ScotBe00,rec,5,,,,,
player,201010240atl,cin,ScotBe00,rec_yds,43,,,,,
player,201010240atl,cin,ScotBe00,rec_td,0,,,,,
player,201010240atl,cin,ScotBe00,rec_long,25,,,,,
player,201010240atl,cin,ScotBe00,fumbles,0,,,,,
player,201010240atl,cin,ScotBe00,fumbles_lost,,,,,,
player,201010240atl,cin,ShipJo00,pass_cmp,0,,,,,
player,201010240atl,cin,ShipJo00,pass_att,0,,,,,
player,201010240atl,cin,ShipJo00,pass_yds,0,,,,,
player,201010240atl,cin,ShipJo00,pass_td,0,,,,,
player,201010240atl,cin,ShipJo00,pass_int,0,,,,,
player,201010240atl,cin,ShipJo00,pass_sacked,,,,,,
player,201010240atl,cin,ShipJo00,pass_sacked_yds,,,,,,
player,201010240atl,cin,ShipJo00,pass_long,0,,,,,
player,201010240atl,cin,ShipJo00,pass_rating,,,,,,
player,201010240atl,cin,ShipJo00,rush_att,0,,,,,
player,201010240atl,cin,ShipJo00,rush_yds,0,,,,,
player,201010240atl,cin,ShipJo00,rush_td,0,,,,,
player,201010240atl,cin,ShipJo00,rush_long,0,,,,,
player,201010240atl,cin,ShipJo00,targets,6,,,,,
player,201010240atl,cin,ShipJo00,rec,6,,,,,
player,201010240atl,cin,ShipJo00,rec_yds,131,,,,,
player,201010240atl,cin,ShipJo00,rec_td,1,,,,,
player,201010240atl,cin,ShipJo00,rec_long,64,,,,,
player,201010240atl,cin,ShipJo00,fumbles,0,,,,,
player,201010240atl,cin,ShipJo00,fumbles_lost,,,,,,
player,201010240atl,cin,JohnCh01,pass_cmp,0,,,,,
player,201010240atl,cin,JohnCh01,pass_att,0,,,,,
player,201010240atl,cin,JohnCh01,pass_yds,0,,,,,
player,201010240atl,cin,JohnCh01,pass_td,0,,,,,
player,201010240atl,cin,JohnCh01,pass_int,0,,,,,
player,201010240atl,cin,JohnCh01,pass_sacked,0,,,,,
player,201010240atl,cin,JohnCh01,pass_sacked_yds,0,,,,,
player,201010240atl,cin,JohnCh01,pass_long,0,,,,,
player,201010240atl,cin,JohnCh01,pass_rating,,,,,,
player,201010240atl,cin,JohnCh01,rush_att,0,,,,,
player,201010240atl,cin,JohnCh01,rush_yds,0,,,,,
player,201010240atl,cin,JohnCh01,rush_td,0,,,,,
player,201010240atl,cin,JohnCh01,rush_long,0,,,,,
player,201010240atl,cin,JohnCh01,targets,16,,,,,
player,201010240atl,cin,JohnCh01,rec,10,,,,,
player,201010240atl,cin,JohnCh01,rec_yds,108,,,,,
player,201010240atl,cin,JohnCh01,rec_td,1,,,,,
player,201010240atl,cin,JohnCh01,rec_long,18,,,,,
player,201010240atl,cin,JohnCh01,fumbles,0,,,,,
player,201010240atl,cin,JohnCh01,fumbles_lost,,,,,,
player,201010240atl,cin,OwenTe00,pass_cmp,0,,,,,
player,201010240atl,cin,OwenTe00,pass_att,0,,,,,
player,201010240atl,cin,OwenTe00,pass_yds,0,,,,,
player,201010240atl,cin,OwenTe00,pass_td,0,,,,,
player,201010240atl,cin,OwenTe00,pass_int,0,,,,,
player,201010240atl,cin,OwenTe00,pass_sacked,,,,,,
player,201010240atl,cin,OwenTe00,pass_sacked_yds,,,,,,
player,201010240atl,cin,OwenTe00,pass_long,0,,,,,
player,201010240atl,cin,OwenTe00,pass_rating,,,,,,
player,201010240atl,cin,OwenTe00,rush_att,0,,,,,
player,201010240atl,cin,OwenTe00,rush_yds,0,,,,,
player,201010240atl,cin,OwenTe00,rush_td,0,,,,,
player,201010240atl,cin,OwenTe00,rush_long,0,,,,,
player,201010240atl,cin,OwenTe00,targets,13,,,,,
player,201010240atl,cin,OwenTe00,rec,9,,,,,
player,201010240atl,cin,OwenTe00,rec_yds,88,,,,,
player,201010240atl,cin,OwenTe00,rec_td,1,,,,,
player,201010240atl,cin,OwenTe00,rec_long,19,,,,,
player,201010240atl,cin,OwenTe00,fumbles,0,,,,,
player,201010240atl,cin,OwenTe00,fumbles_lost,,,,,,
player,201010240atl,cin,GresJe00,pass_cmp,0,,,,,
player,201010240atl,cin,GresJe00,pass_att,0,,,,,
player,201010240atl,cin,GresJe00,pass_yds,0,,,,,
player,201010240atl,cin,GresJe00,pass_td,0,,,,,
player,201010240atl,cin,GresJe00,pass_int,0,,,,,
player,201010240atl,cin,GresJe00,pass_sacked,,,,,,
player,201010240atl,cin,GresJe00,pass_sacked_yds,,,,,,
player,201010240atl,cin,GresJe00,pass_long,0,,,,,
player,201010240atl,cin,GresJe00,pass_rating,,,,,,
player,201010240atl,cin,GresJe00,rush_att,0,,,,,
player,201010240atl,cin,GresJe00,rush_yds,0,,,,,
player,201010240atl,cin,GresJe00,rush_td,0,,,,,
player,201010240atl,cin,GresJe00,rush_long,0,,,,,
player,201010240atl,cin,GresJe00,targets,6,,,,,
player,201010240atl,cin,GresJe00,rec,4,,,,,
player,201010240atl,cin,GresJe00,rec_yds,26,,,,,
player,201010240atl,cin,GresJe00,rec_td,0,,,,,
player,201010240atl,cin,GresJe00,rec_long,9,,,,,
player,201010240atl,cin,GresJe00,fumbles,1,,,,,
player,201010240atl,cin,GresJe00,fumbles_lost,0,,,,,
player,201010240atl,cin,CaldAn00,pass_cmp,0,,,,,
player,201010240atl,cin,CaldAn00,pass_att,0,,,,,
player,201010240atl,cin,CaldAn00,pass_yds,0,,,,,
player,201010240atl,cin,CaldAn00,pass_td,0,,,,,
player,201010240atl,cin,CaldAn00,pass_int,0,,,,,
player,201010240atl,cin,CaldAn00,pass_sacked,,,,,,
player,201010240atl,cin,CaldAn00,pass_sacked_yds,,,,,,
player,201010240atl,cin,CaldAn00,pass_long,0,,,,,
player,201010240atl,cin,CaldAn00,pass_rating,,,,,,
player,201010240atl,cin,CaldAn00,rush_att,0,,,,,
player,201010240atl,cin,CaldAn00,rush_yds,0,,,,,
player,201010240atl,cin,CaldAn00,rush_td,0,,,,,
player,201010240atl,cin,CaldAn00,rush_long,0,,,,,
player,201010240atl,cin,CaldAn00,targets,1,,,,,
player,201010240atl,cin,CaldAn00,rec,1,,,,,
player,201010240atl,cin,CaldAn00,rec_yds,10,,,,,
player,201010240atl,cin,CaldAn00,rec_td,0,,,,,
player,201010240atl,cin,CaldAn00,rec_long,10,,,,,
player,201010240atl,cin,CaldAn00,fumbles,0,,,,,
player,201010240atl,cin,CaldAn00,fumbles_lost,,,,,,
player,201010240atl,atl,RyanMa00,pass_cmp,24,,,,,
player,201010240atl,atl,RyanMa00,pass_att,33,,,,,
player,201010240atl,atl,RyanMa00,pass_yds,299,,,,,
player,201010240atl,atl,RyanMa00,pass_td,3,,,,,
player,201010240atl,atl,RyanMa00,pass_int,1,,,,,
player,201010240atl,atl,RyanMa00,pass_sacked,0,,,,,
player,201010240atl,atl,RyanMa00,pass_sacked_yds,0,,,,,
player,201010240atl,atl,RyanMa00,pass_long,46,,,,,
player,201010240atl,atl,RyanMa00,pass_rating,118.1,,,,,
player,201010240atl,atl,RyanMa00,rush_att,1,,,,,
player,201010240atl,atl,RyanMa00,rush_yds,5,,,,,
player,201010240atl,atl,RyanMa00,rush_td,0,,,,,
player,201010240atl,atl,RyanMa00,rush_long,5,,,,,
player,201010240atl,atl,RyanMa00,targets,0,,,,,
player,201010240atl,atl,RyanMa00,rec,0,,,,,
player,201010240atl,atl,RyanMa00,rec_yds,0,,,,,
player,201010240atl,atl,RyanMa00,rec_td,0,,,,,
player,201010240atl,atl,RyanMa00,rec_long,0,,,,,
player,201010240atl,atl,RyanMa00,fumbles,0,,,,,
player,201010240atl,atl,RyanMa00,fumbles_lost,,,,,,
player,201010240atl,atl,TurnMi00,pass_cmp,0,,,,,
player,201010240atl,atl,TurnMi00,pass_att,0,,,,,
player,201010240atl,atl,TurnMi00,pass_yds,0,,,,,
player,201010240atl,atl,TurnMi00,pass_td,0,,,,,
player,201010240atl,atl,TurnMi00,pass_int,0,,,,,
player,201010240atl,atl,TurnMi00,pass_sacked,,,,,,
player,201010240atl,atl,TurnMi00,pass_sacked_yds,,,,,,
player,201010240atl,atl,TurnMi00,pass_long,0,,,,,
player,201010240atl,atl,TurnMi00,pass_rating,,,,,,
player,201010240atl,atl,TurnMi00,rush_att,23,,,,,
player,201010240atl,atl,TurnMi00,rush_yds,121,,,,,
player,201010240atl,atl,TurnMi00,rush_td,2,,,,,
player,201010240atl,atl,TurnMi00,rush_long,36,,,,,
player,201010240atl,atl,TurnMi00,targets,3,,,,,
player,201010240atl,atl,TurnMi00,rec,2,,,,,
player,201010240atl,atl,TurnMi00,rec_yds,23,,,,,
player,201010240atl,atl,TurnMi00,rec_td,0,,,,,
player,201010240atl,atl,TurnMi00,rec_long,19,,,,,
player,201010240atl,atl,TurnMi00,fumbles,0,,,,,
player,201010240atl,atl,TurnMi00,fumbles_lost,,,,,,
player,201010240atl,atl,JohnGa01,pass_cmp,0,,,,,
player,201010240atl,atl,JohnGa01,pass_att,0,,,,,
player,201010240atl,atl,JohnGa01,pass_yds,0,,,,,
player,201010240atl,atl,JohnGa01,pass_td,0,,,,,
player,201010240atl,atl,JohnGa01,pass_int,0,,,,,
player,201010240atl,atl,JohnGa01,pass_sacked,,,,,,
player,201010240atl,atl,JohnGa01,pass_sacked_yds,,,,,,
player,201010240atl,atl,JohnGa01,pass_long,0,,,,,
player,201010240atl,atl,JohnGa01,pass_rating,,,,,,
player,201010240atl,atl,JohnGa01,rush_att,1,,,,,
player,201010240atl,atl,JohnGa01,rush_yds,23,,,,,
player,201010240atl,atl,JohnGa01,rush_td,0,,,,,
player,201010240atl,atl,JohnGa01,rush_long,23,,,,,
player,201010240atl,atl,JohnGa01,targets,0,,,,,
player,201010240atl,atl,JohnGa01,rec,0,,,,,
player,201010240atl,atl,JohnGa01,rec_yds,0,,,,,
player,201010240atl,atl,JohnGa01,rec_td,0,,,,,
player,201010240atl,atl,JohnGa01,rec_long,0,,,,,
player,201010240atl,atl,JohnGa01,fumbles,0,,,,,
player,201010240atl,atl,JohnGa01,fumbles_lost,,,,,,
player,201010240atl,atl,SnelJa00,pass_cmp,0,,,,,
player,201010240atl,atl,SnelJa00,pass_att,0,,,,,
player,201010240atl,atl,SnelJa00,pass_yds,0,,,,,
player,201010240atl,atl,SnelJa00,pass_td,0,,,,,
player,201010240atl,atl,SnelJa00,pass_int,0,,,,,
player,201010240atl,atl,SnelJa00,pass_sacked,,,,,,
player,201010240atl,atl,SnelJa00,pass_sacked_yds,,,,,,
player,201010240atl,atl,SnelJa00,pass_long,0,,,,,
player,201010240atl,atl,SnelJa00,pass_rating,,,,,,
player,201010240atl,atl,SnelJa00,rush_att,5,,,,,
player,201010240atl,atl,SnelJa00,rush_yds,4,,,,,
player,201010240atl,atl,SnelJa00,rush_td,0,,,,,
player,201010240atl,atl,SnelJa00,rush_long,4,,,,,
player,201010240atl,atl,SnelJa00,targets,4,,,,,
player,201010240atl,atl,SnelJa00,rec,4,,,,,
player,201010240atl,atl,SnelJa00,rec_yds,15,,,,,
player,201010240atl,atl,SnelJa00,rec_td,0,,,,,
player,201010240atl,atl,SnelJa00,rec_long,9,,,,,
player,201010240atl,atl,SnelJa00,fumbles,0,,,,,
player,201010240atl,atl,SnelJa00,fumbles_lost,,,,,,
player,201010240atl,atl,WhitRo00,pass_cmp,0,,,,,
player,201010240atl,atl,WhitRo00,pass_att,0,,,,,
player,201010240atl,atl,WhitRo00,pass_yds,0,,,,,
player,201010240atl,atl,WhitRo00,pass_td,0,,,,,
player,201010240atl,atl,WhitRo00,pass_int,0,,,,,
player,201010240atl,atl,WhitRo00,pass_sacked,,,,,,
player,201010240atl,atl,WhitRo00,pass_sacked_yds,,,,,,
player,201010240atl,atl,WhitRo00,pass_long,0,,,,,
player,201010240atl,atl,WhitRo00,pass_rating,,,,,,
player,201010240atl,atl,WhitRo00,rush_att,0,,,,,
player,201010240atl,atl,WhitRo00,rush_yds,0,,,,,
player,201010240atl,atl,WhitRo00,rush_td,0,,,,,
player,201010240atl,atl,WhitRo00,rush_long,0,,,,,
player,201010240atl,atl,WhitRo00,targets,13,,,,,
player,201010240atl,atl,WhitRo00,rec,11,,,,,
player,201010240atl,atl,WhitRo00,rec_yds,201,,,,,
player,201010240atl,atl,WhitRo00,rec_td,2,,,,,
player,201010240atl,atl,WhitRo00,rec_long,46,,,,,
player,201010240atl,atl,WhitRo00,fumbles,1,,,,,
player,201010240atl,atl,WhitRo00,fumbles_lost,1,,,,,
player,201010240atl,atl,GonzTo00,pass_cmp,0,,,,,
player,201010240atl,atl,GonzTo00,pass_att,0,,,,,
player,201010240atl,atl,GonzTo00,pass_yds,0,,,,,
player,201010240atl,atl,GonzTo00,pass_td,0,,,,,
player,201010240atl,atl,GonzTo00,pass_int,0,,,,,
player,201010240atl,atl,GonzTo00,pass_sacked,,,,,,
player,201010240atl,atl,GonzTo00,pass_sacked_yds,,,,,,
player,201010240atl,atl,GonzTo00,pass_long,0,,,,,
player,201010240atl,atl,GonzTo00,pass_rating,,,,,,
player,201010240atl,atl,GonzTo00,rush_att,0,,,,,
player,201010240atl,atl,GonzTo00,rush_yds,0,,,,,
player,201010240atl,atl,GonzTo00,rush_td,0,,,,,
player,201010240atl,atl,GonzTo00,rush_long,0,,,,,
player,201010240atl,atl,GonzTo00,targets,4,,,,,
player,201010240atl,atl,GonzTo00,rec,2,,,,,
player,201010240atl,atl,GonzTo00,rec_yds,27,,,,,
player,201010240atl,atl,GonzTo00,rec_td,0,,,,,
player,201010240atl,atl,GonzTo00,rec_long,22,,,,,
player,201010240atl,atl,GonzTo00,fumbles,0,,,,,
player,201010240atl,atl,GonzTo00,fumbles_lost,,,,,,
player,201010240atl,atl,JenkMi00,pass_cmp,0,,,,,
player,201010240atl,atl,JenkMi00,pass_att,0,,,,,
player,201010240atl,atl,JenkMi00,pass_yds,0,,,,,
player,201010240atl,atl,JenkMi00,pass_td,0,,,,,
player,201010240atl,atl,JenkMi00,pass_int,0,,,,,
player,201010240atl,atl,JenkMi00,pass_sacked,,,,,,
player,201010240atl,atl,JenkMi00,pass_sacked_yds,,,,,,
player,201010240atl,atl,JenkMi00,pass_long,0,,,,,
player,201010240atl,atl,JenkMi00,pass_rating,,,,,,
player,201010240atl,atl,JenkMi00,rush_att,0,,,,,
player,201010240atl,atl,JenkMi00,rush_yds,0,,,,,
player,201010240atl,atl,JenkMi00,rush_td,0,,,,,
player,201010240atl,atl,JenkMi00,rush_long,0,,,,,
player,201010240atl,atl,JenkMi00,targets,6,,,,,
player,201010240atl,atl,JenkMi00,rec,3,,,,,
player,201010240atl,atl,JenkMi00,rec_yds,25,,,,,
player,201010240atl,atl,JenkMi00,rec_td,0,,,,,
player,201010240atl,atl,JenkMi00,rec_long,11,,,,,
player,201010240atl,atl,JenkMi00,fumbles,0,,,,,
player,201010240atl,atl,JenkMi00,fumbles_lost,,,,,,
player,201010240atl,atl,FinnBr00,pass_cmp,0,,,,,
player,201010240atl,atl,FinnBr00,pass_att,0,,,,,
player,201010240atl,atl,FinnBr00,pass_yds,0,,,,,
player,201010240atl,atl,FinnBr00,pass_td,0,,,,,
player,201010240atl,atl,FinnBr00,pass_int,0,,,,,
player,201010240atl,atl,FinnBr00,pass_sacked,,,,,,
player,201010240atl,atl,FinnBr00,pass_sacked_yds,,,,,,
player,201010240atl,atl,FinnBr00,pass_long,0,,,,,
player,201010240atl,atl,FinnBr00,pass_rating,,,,,,
player,201010240atl,atl,FinnBr00,rush_att,0,,,,,
player,201010240atl,atl,FinnBr00,rush_yds,0,,,,,
player,201010240atl,atl,FinnBr00,rush_td,0,,,,,
player,201010240atl,atl,FinnBr00,rush_long,0,,,,,
player,201010240atl,atl,FinnBr00,targets,2,,,,,
player,201010240atl,atl,FinnBr00,rec,2,,,,,
player,201010240atl,atl,FinnBr00,rec_yds,8,,,,,
player,201010240atl,atl,FinnBr00,rec_td,1,,,,,
player,201010240atl,atl,FinnBr00,rec_long,5,,,,,
player,201010240atl,atl,FinnBr00,fumbles,0,,,,,
player,201010240atl,atl,FinnBr00,fumbles_lost,,,,,,
player,201010240atl,atl,PalmMi00,pass_cmp,,,,,,
player,201010240atl,atl,PalmMi00,pass_att,,,,,,
player,201010240atl,atl,PalmMi00,pass_yds,,,,,,
player,201010240atl,atl,PalmMi00,pass_td,,,,,,
player,201010240atl,atl,PalmMi00,pass_int,,,,,,
player,201010240atl,atl,PalmMi00,pass_sacked,,,,,,
player,201010240atl,atl,PalmMi00,pass_sacked_yds,,,,,,
player,201010240atl,atl,PalmMi00,pass_long,,,,,,
player,201010240atl,atl,PalmMi00,pass_rating,,,,,,
player,201010240atl,atl,PalmMi00,rush_att,,,,,,
player,201010240atl,atl,PalmMi00,rush_yds,,,,,,
player,201010240atl,atl,PalmMi00,rush_td,,,,,,
player,201010240atl,atl,PalmMi00,rush_long,,,,,,
player,201010240atl,atl,PalmMi00,targets,1,,,,,
player,201010240atl,atl,PalmMi00,rec,0,,,,,
player,201010240atl,atl,PalmMi00,rec_yds,0,,,,,
player,201010240atl,atl,PalmMi00,rec_td,0,,,,,
player,201010240atl,atl,PalmMi00,rec_long,,,,,,
player,201010240atl,atl,PalmMi00,fumbles,,,,,,
player,201010240atl,atl,PalmMi00,fumbles_lost,,,,,,
player,201010240atl,cin,HallLe98,def_int,1,,,,,
player,201010240atl,cin,HallLe98,def_int_yds,0,,,,,
player,201010240atl,cin,HallLe98,def_int_td,0,,,,,
player,201010240atl,cin,HallLe98,def_int_long,0,,,,,
player,201010240atl,cin,HallLe98,pass_defended,1,,,,,
player,201010240atl,cin,HallLe98,sacks,0.0,,,,,
player,201010240atl,cin,HallLe98,tackles_combined,2,,,,,
player,201010240atl,cin,HallLe98,tackles_solo,2,,,,,
player,201010240atl,cin,HallLe98,tackles_assists,0,,,,,
player,201010240atl,cin,HallLe98,tackles_loss,0,,,,,
player,201010240atl,cin,HallLe98,qb_hits,0,,,,,
player,201010240atl,cin,HallLe98,fumbles_rec,0,,,,,
player,201010240atl,cin,HallLe98,fumbles_rec_yds,0,,,,,
player,201010240atl,cin,HallLe98,fumbles_rec_td,0,,,,,
player,201010240atl,cin,HallLe98,fumbles_forced,0,,,,,
player,201010240atl,cin,JoneDh20,def_int,0,,,,,
player,201010240atl,cin,JoneDh20,def_int_yds,0,,,,,
player,201010240atl,cin,JoneDh20,def_int_td,0,,,,,
player,201010240atl,cin,JoneDh20,def_int_long,0,,,,,
player,201010240atl,cin,JoneDh20,pass_defended,0,,,,,
player,201010240atl,cin,JoneDh20,sacks,0.0,,,,,
player,201010240atl,cin,JoneDh20,tackles_combined,8,,,,,
player,201010240atl,cin,JoneDh20,tackles_solo,7,,,,,
player,201010240atl,cin,JoneDh20,tackles_assists,1,,,,,
player,201010240atl,cin,JoneDh20,tackles_loss,0,,,,,
player,201010240atl,cin,JoneDh20,qb_hits,0,,,,,
player,201010240atl,cin,JoneDh20,fumbles_rec,0,,,,,
player,201010240atl,cin,JoneDh20,fumbles_rec_yds,0,,,,,
player,201010240atl,cin,JoneDh20,fumbles_rec_td,0,,,,,
player,201010240atl,cin,JoneDh20,fumbles_forced,0,,,,,
player,201010240atl,cin,NdukCh99,def_int,0,,,,,
player,201010240atl,cin,NdukCh99,def_int_yds,0,,,,,
player,201010240atl,cin,NdukCh99,def_int_td,0,,,,,
player,201010240atl,cin,NdukCh99,def_int_long,0,,,,,
player,201010240atl,cin,NdukCh99,pass_defended,0,,,,,
player,201010240atl,cin,NdukCh99,sacks,0.0,,,,,
player,201010240atl,cin,NdukCh99,tackles_combined,7,,,,,
player,201010240atl,cin,NdukCh99,tackles_solo,7,,,,,
player,201010240atl,cin,NdukCh99,tackles_assists,0,,,,,
player,201010240atl,cin,NdukCh99,tackles_loss,0,,,,,
player,201010240atl,cin,NdukCh99,qb_hits,1,,,,,
player,201010240atl,cin,NdukCh99,fumbles_rec,0,,,,,
player,201010240atl,cin,NdukCh99,fumbles_rec_yds,0,,,,,
player,201010240atl,cin,NdukCh99,fumbles_rec_td,0,,,,,
player,201010240atl,cin,NdukCh99,fumbles_forced,0,,,,,
player,201010240atl,cin,RiveKe99,def_int,0,,,,,
player,201010240atl,cin,RiveKe99,def_int_yds,0,,,,,
player,201010240atl,cin,RiveKe99,def_int_td,0,,,,,
player,201010240atl,cin,RiveKe99,def_int_long,0,,,,,
player,201010240atl,cin,RiveKe99,pass_defended,0,,,,,
player,201010240atl,cin,RiveKe99,sacks,0.0,,,,,
player,201010240atl,cin,RiveKe99,tackles_combined,7,,,,,
player,201010240atl,cin,RiveKe99,tackles_solo,7,,,,,
player,201010240atl,cin,RiveKe99,tackles_assists,0,,,,,
player,201010240atl,cin,RiveKe99,tackles_loss,1,,,,,
player,201010240atl,cin,RiveKe99,qb_hits,1,,,,,
player,201010240atl,cin,RiveKe99,fumbles_rec,0,,,,,
player,201010240atl,cin,RiveKe99,fumbles_rec_yds,0,,,,,
player,201010240atl,cin,RiveKe99,fumbles_rec_td,0,,,,,
player,201010240atl,cin,RiveKe99,fumbles_forced,0,,,,,
player,201010240atl,cin,JonePa20,def_int,0,,,,,
player,201010240atl,cin,JonePa20,def_int_yds,0,,,,,
player,201010240atl,cin,JonePa20,def_int_td,0,,,,,
player,201010240atl,cin,JonePa20,def_int_long,0,,,,,
player,201010240atl,cin,JonePa20,pass_defended,0,,,,,
player,201010240atl,cin,JonePa20,sacks,0.0,,,,,
player,201010240atl,cin,JonePa20,tackles_combined,6,,,,,
player,201010240atl,cin,JonePa20,tackles_solo,5,,,,,
player,201010240atl,cin,JonePa20,tackles_assists,1,,,,,
player,201010240atl,cin,JonePa20,tackles_loss,0,,,,,
player,201010240atl,cin,JonePa20,qb_hits,0,,,,,
player,201010240atl,cin,JonePa20,fumbles_rec,1,,,,,
player,201010240atl,cin,JonePa20,fumbles_rec_yds,59,,,,,
player,201010240atl,cin,JonePa20,fumbles_rec_td,1,,,,,
player,201010240atl,cin,JonePa20,fumbles_forced,1,,,,,
player,201010240atl,cin,PekoDo20,def_int,0,,,,,
player,201010240atl,cin,PekoDo20,def_int_yds,0,,,,,
player,201010240atl,cin,PekoDo20,def_int_td,0,,,,,
player,201010240atl,cin,PekoDo20,def_int_long,0,,,,,
player,201010240atl,cin,PekoDo20,pass_defended,0,,,,,
player,201010240atl,cin,PekoDo20,sacks,0.0,,,,,
player,201010240atl,cin,PekoDo20,tackles_combined,6,,,,,
player,201010240atl,cin,PekoDo20,tackles_solo,3,,,,,
player,201010240atl,cin,PekoDo20,tackles_assists,3,,,,,
player,201010240atl,cin,PekoDo20,tackles_loss,0,,,,,
player,201010240atl,cin,PekoDo20,qb_hits,0,,,,,
player,201010240atl,cin,PekoDo20,fumbles_rec,0,,,,,
player,201010240atl,cin,PekoDo20,fumbles_rec_yds,0,,,,,
player,201010240atl,cin,PekoDo20,fumbles_rec_td,0,,,,,
player,201010240atl,cin,PekoDo20,fumbles_forced,0,,,,,
